-183.800, 80.200, 0.000,  0.000
-183.800, 80.200, 0.000,  0.328
-183.800, 80.201, -0.033,  0.661
-183.801, 80.202, -0.014,  0.994
-183.801, 80.202, -0.009,  1.327
-183.801, 80.202, 0.002,  1.660
-183.802, 80.193, 0.125,  1.993
-183.800, 80.170, 0.338,  2.326
-183.790, 80.120, 0.603,  2.659
-183.763, 80.042, 0.885,  2.992
-183.707, 79.940, 1.160,  3.325
-183.631, 79.799, 1.672,  3.658
-183.543, 79.608, 2.201,  3.991
-183.451, 79.375, 2.610,  4.324
-183.361, 79.115, 2.779,  4.657
-183.277, 78.856, 2.691,  4.990
-183.198, 78.613, 2.502,  5.323
-183.125, 78.390, 2.281,  5.656
-183.057, 78.188, 2.059,  5.989
-182.996, 78.010, 1.810,  6.322
-182.938, 77.849, 1.652,  6.655
-182.883, 77.699, 1.559,  6.988
-182.829, 77.554, 1.532,  7.321
-182.775, 77.407, 1.584,  7.654
-182.719, 77.249, 1.727,  7.987
-182.661, 77.069, 1.996,  8.320
-182.598, 76.859, 2.288,  8.653
-182.535, 76.623, 2.508,  8.986
-182.474, 76.374, 2.565,  9.319
-182.419, 76.132, 2.440,  9.652
-182.369, 75.906, 2.251,  9.985
-182.326, 75.702, 2.013, 10.318
-182.288, 75.515, 1.858, 10.651
-182.252, 75.339, 1.764, 10.984
-182.218, 75.167, 1.737, 11.317
-182.185, 74.994, 1.784, 11.650
-182.152, 74.809, 1.921, 11.983
-182.117, 74.604, 2.174, 12.316
-182.081, 74.372, 2.432, 12.649
-182.045, 74.117, 2.639, 12.982
-182.010, 73.850, 2.692, 13.315
-181.979, 73.591, 2.560, 13.648
-181.952, 73.350, 2.362, 13.981
-181.928, 73.132, 2.112, 14.314
-181.908, 72.933, 1.950, 14.647
-181.889, 72.745, 1.854, 14.980
-181.872, 72.562, 1.825, 15.313
-181.855, 72.377, 1.871, 15.646
-181.838, 72.182, 2.008, 15.979
-181.821, 71.966, 2.252, 16.312
-181.803, 71.723, 2.525, 16.645
-181.784, 71.455, 2.781, 16.978
-181.766, 71.164, 2.972, 17.311
-181.749, 70.864, 3.004, 17.644
-181.734, 70.575, 2.847, 17.977
-181.721, 70.306, 2.622, 18.310
-181.710, 70.062, 2.350, 18.643
-181.700, 69.840, 2.161, 18.976
-181.692, 69.631, 2.057, 19.309
-181.684, 69.427, 2.023, 19.642
-181.676, 69.222, 2.065, 19.975
-181.669, 69.007, 2.201, 20.308
-181.661, 68.773, 2.418, 20.641
-181.653, 68.514, 2.688, 20.974
-181.645, 68.227, 2.980, 21.307
-181.637, 67.912, 3.232, 21.640
-181.630, 67.581, 3.329, 21.973
-181.623, 67.258, 3.185, 22.306
-181.618, 66.956, 2.942, 22.639
-181.613, 66.678, 2.727, 22.972
-181.608, 66.415, 2.582, 23.305
-181.604, 66.161, 2.522, 23.638
-181.601, 65.907, 2.546, 23.971
-181.597, 65.646, 2.648, 24.304
-181.594, 65.370, 2.823, 24.637
-181.590, 65.072, 3.071, 24.970
-181.587, 64.747, 3.345, 25.303
-181.583, 64.397, 3.583, 25.636
-181.580, 64.032, 3.667, 25.969
-181.577, 63.676, 3.502, 26.302
-181.575, 63.344, 3.241, 26.635
-181.572, 63.036, 3.003, 26.968
-181.571, 62.748, 2.833, 27.301
-181.569, 62.470, 2.749, 27.634
-181.567, 62.195, 2.754, 27.967
-181.566, 61.913, 2.842, 28.300
-181.564, 61.618, 3.007, 28.633
-181.562, 61.302, 3.247, 28.966
-181.561, 60.959, 3.540, 29.299
-181.559, 60.586, 3.835, 29.632
-181.558, 60.187, 4.076, 29.965
-181.556, 59.773, 4.153, 30.298
-181.555, 59.370, 3.962, 30.631
-181.554, 58.993, 3.681, 30.964
-181.553, 58.644, 3.411, 31.297
-181.552, 58.317, 3.206, 31.630
-181.551, 58.004, 3.088, 31.963
-181.550, 57.696, 3.065, 32.296
-181.549, 57.385, 3.131, 32.629
-181.548, 57.063, 3.279, 32.962
-181.547, 56.720, 3.507, 33.295
-181.546, 56.350, 3.808, 33.628
-181.545, 55.948, 4.141, 33.961
-181.545, 55.514, 4.451, 34.294
-181.544, 55.054, 4.692, 34.627
-181.543, 54.579, 4.762, 34.960
-181.542, 54.116, 4.555, 35.293
-181.541, 53.682, 4.245, 35.626
-181.540, 53.279, 3.937, 35.959
-181.540, 52.902, 3.687, 36.292
-181.539, 52.544, 3.526, 36.625
-181.538, 52.195, 3.464, 36.958
-181.538, 51.845, 3.501, 37.291
-181.537, 51.487, 3.628, 37.624
-181.536, 51.110, 3.838, 37.957
-181.536, 50.708, 4.122, 38.290
-181.535, 50.275, 4.461, 38.623
-181.534, 49.806, 4.814, 38.956
-181.533, 49.304, 5.143, 39.289
-181.532, 48.774, 5.408, 39.622
-181.532, 48.223, 5.575, 39.955
-181.531, 47.665, 5.560, 40.288
-181.530, 47.125, 5.319, 40.621
-181.529, 46.616, 4.983, 40.954
-181.528, 46.142, 4.603, 41.287
-181.528, 45.703, 4.284, 41.620
-181.527, 45.289, 4.061, 41.953
-181.526, 44.890, 3.946, 42.286
-181.526, 44.495, 3.942, 42.619
-181.525, 44.094, 4.038, 42.952
-181.524, 43.678, 4.221, 43.285
-181.523, 43.239, 4.483, 43.618
-181.523, 42.770, 4.814, 43.951
-181.522, 42.264, 5.187, 44.284
-181.521, 41.722, 5.569, 44.617
-181.520, 41.142, 5.936, 44.950
-181.519, 40.529, 6.260, 45.283
-181.518, 39.888, 6.505, 45.616
-181.517, 39.230, 6.644, 45.949
-181.516, 38.568, 6.599, 46.282
-181.515, 37.928, 6.297, 46.615
-181.514, 37.325, 5.886, 46.948
-181.513, 36.765, 5.461, 47.281
-181.512, 36.243, 5.087, 47.614
-181.511, 35.751, 4.809, 47.947
-181.510, 35.282, 4.624, 48.280
-181.509, 34.823, 4.557, 48.613
-181.508, 34.364, 4.600, 48.946
-181.507, 33.894, 4.742, 49.279
-181.506, 33.404, 4.971, 49.612
-181.505, 32.887, 5.277, 49.945
-181.504, 32.336, 5.640, 50.278
-181.503, 31.748, 6.029, 50.611
-181.501, 31.120, 6.427, 50.944
-181.500, 30.454, 6.821, 51.277
-181.499, 29.749, 7.200, 51.610
-181.497, 29.008, 7.548, 51.943
-181.496, 28.236, 7.841, 52.276
-181.494, 27.439, 8.049, 52.609
-181.492, 26.629, 8.146, 52.942
-181.491, 25.817, 8.131, 53.275
-181.489, 25.011, 8.038, 53.608
-181.487, 24.216, 7.915, 53.941
-181.486, 23.433, 7.806, 54.274
-181.484, 22.657, 7.739, 54.607
-181.482, 21.884, 7.728, 54.940
-181.480, 21.109, 7.766, 55.273
-181.478, 20.328, 7.839, 55.606
-181.477, 19.538, 7.932, 55.939
-181.475, 18.738, 8.032, 56.272
-181.473, 17.929, 8.126, 56.605
-181.470, 17.111, 8.210, 56.938
-181.468, 16.286, 8.279, 57.271
-181.466, 15.455, 8.334, 57.604
-181.464, 14.619, 8.380, 57.937
-181.462, 13.778, 8.421, 58.270
-181.459, 12.934, 8.463, 58.603
-181.457, 12.085, 8.510, 58.936
-181.455, 11.231, 8.564, 59.269
-181.452, 10.371, 8.626, 59.602
-181.450, 9.504, 8.695, 59.935
-181.447, 8.630, 8.770, 60.268
-181.444, 7.748, 8.849, 60.601
-181.442, 6.859, 8.931, 60.934
-181.439, 5.961, 9.013, 61.267
-181.436, 5.054, 9.095, 61.600
-181.433, 4.140, 9.177, 61.933
-181.430, 3.217, 9.258, 62.266
-181.427, 2.287, 9.340, 62.599
-181.424, 1.348, 9.421, 62.932
-181.421, 0.401, 9.503, 63.265
-181.418, -0.554, 9.587, 63.598
-181.415, -1.518, 9.673, 63.931
-181.411, -2.490, 9.760, 64.264
-181.408, -3.471, 9.849, 64.597
-181.404, -4.462, 9.940, 64.930
-181.401, -5.461, 10.033, 65.263
-181.397, -6.470, 10.128, 65.596
-181.394, -7.489, 10.224, 65.929
-181.390, -8.517, 10.321, 66.262
-181.386, -9.555, 10.419, 66.595
-181.382, -10.602, 10.519, 66.928
-181.378, -11.660, 10.619, 67.261
-181.374, -12.728, 10.721, 67.594
-181.369, -13.806, 10.823, 67.927
-181.365, -14.894, 10.927, 68.260
-181.361, -15.993, 11.032, 68.593
-181.356, -17.103, 11.138, 68.926
-181.351, -18.223, 11.245, 69.259
-181.347, -19.354, 11.353, 69.592
-181.342, -20.495, 11.462, 69.925
-181.337, -21.648, 11.573, 70.258
-181.332, -22.812, 11.686, 70.591
-181.326, -23.987, 11.801, 70.924
-181.321, -25.175, 11.918, 71.257
-181.316, -26.373, 12.037, 71.590
-181.310, -27.584, 12.158, 71.923
-181.305, -28.807, 12.280, 72.256
-181.299, -30.042, 12.404, 72.589
-181.293, -31.290, 12.528, 72.922
-181.287, -32.550, 12.655, 73.255
-181.281, -33.823, 12.782, 73.588
-181.275, -35.109, 12.910, 73.921
-181.268, -36.408, 13.039, 74.254
-181.262, -37.719, 13.169, 74.587
-181.255, -39.044, 13.299, 74.920
-181.248, -40.381, 13.431, 75.253
-181.241, -41.732, 13.564, 75.586
-181.234, -43.097, 13.699, 75.919
-181.227, -44.474, 13.834, 76.252
-181.219, -45.866, 13.971, 76.585
-181.212, -47.271, 14.108, 76.918
-181.204, -48.690, 14.248, 77.251
-181.196, -50.123, 14.388, 77.584
-181.188, -51.570, 14.530, 77.917
-181.180, -53.032, 14.674, 78.250
-181.171, -54.508, 14.818, 78.583
-181.163, -55.998, 14.965, 78.916
-181.154, -57.503, 15.112, 79.249
-181.145, -59.023, 15.261, 79.582
-181.136, -60.558, 15.412, 79.915
-181.127, -62.108, 15.564, 80.248
-181.117, -63.674, 15.717, 80.581
-181.107, -65.255, 15.872, 80.914
-181.098, -66.851, 16.028, 81.247
-181.087, -68.463, 16.186, 81.580
-181.077, -70.091, 16.345, 81.913
-181.066, -71.735, 16.506, 82.246
-181.056, -73.395, 16.667, 82.579
-181.045, -75.072, 16.831, 82.912
-181.033, -76.764, 16.996, 83.245
-181.022, -78.474, 17.162, 83.578
-181.010, -80.200, 17.329, 83.911
-180.998, -81.943, 17.498, 84.244
-180.986, -83.702, 17.669, 84.577
-180.973, -85.479, 17.840, 84.910
-180.961, -87.274, 18.013, 85.243
-180.948, -89.085, 18.187, 85.576
-180.934, -90.914, 18.354, 85.909
-180.921, -92.758, 18.500, 86.242
-180.907, -94.614, 18.605, 86.575
-180.893, -96.477, 18.641, 86.908
-180.879, -98.337, 18.579, 87.241
-180.864, -100.184, 18.415, 87.574
-180.850, -102.009, 18.168, 87.907
-180.836, -103.807, 17.871, 88.240
-180.821, -105.574, 17.559, 88.573
-180.807, -107.312, 17.267, 88.906
-180.793, -109.023, 17.017, 89.239
-180.778, -110.713, 16.823, 89.572
-180.764, -112.388, 16.688, 89.905
-180.750, -114.053, 16.610, 90.238
-180.735, -115.713, 16.580, 90.571
-180.721, -117.372, 16.587, 90.904
-180.706, -119.033, 16.617, 91.237
-180.691, -120.698, 16.658, 91.570
-180.676, -122.367, 16.696, 91.903
-180.661, -124.038, 16.718, 92.236
-180.646, -125.710, 16.709, 92.569
-180.631, -127.378, 16.659, 92.902
-180.615, -129.038, 16.563, 93.235
-180.599, -130.686, 16.427, 93.568
-180.584, -132.318, 16.262, 93.901
-180.568, -133.933, 16.083, 94.234
-180.552, -135.530, 15.907, 94.567
-180.536, -137.111, 15.746, 94.900
-180.520, -138.677, 15.608, 95.233
-180.504, -140.232, 15.500, 95.566
-180.488, -141.777, 15.420, 95.899
-180.472, -143.316, 15.365, 96.232
-180.456, -144.851, 15.329, 96.565
-180.439, -146.383, 15.305, 96.898
-180.423, -147.913, 15.283, 97.231
-180.406, -149.440, 15.256, 97.564
-180.389, -150.963, 15.216, 97.897
-180.372, -152.481, 15.159, 98.230
-180.355, -153.993, 15.083, 98.563
-180.337, -155.495, 14.990, 98.896
-180.319, -156.988, 14.884, 99.229
-180.302, -158.469, 14.771, 99.562
-180.284, -159.939, 14.658, 99.895
-180.266, -161.399, 14.549, 100.228
-180.247, -162.847, 14.450, 100.561
-180.229, -164.287, 14.364, 100.894
-180.210, -165.719, 14.290, 101.227
-180.191, -167.145, 14.227, 101.560
-180.172, -168.565, 14.173, 101.893
-180.152, -169.979, 14.123, 102.226
-180.132, -171.389, 14.074, 102.559
-180.111, -172.793, 14.022, 102.892
-180.090, -174.192, 13.965, 103.225
-180.068, -175.584, 13.900, 103.558
-180.045, -176.970, 13.829, 103.891
-180.020, -178.348, 13.752, 104.224
-179.989, -179.718, 13.670, 104.557
-179.951, -181.079, 13.586, 104.890
-179.904, -182.432, 13.504, 105.223
-179.847, -183.777, 13.424, 105.556
-179.776, -185.113, 13.348, 105.889
-179.689, -186.440, 13.278, 106.222
-179.586, -187.760, 13.212, 106.555
-179.462, -189.072, 13.150, 106.888
-179.318, -190.375, 13.091, 107.221
-179.153, -191.670, 13.034, 107.554
-178.965, -192.956, 12.976, 107.887
-178.754, -194.232, 12.918, 108.220
-178.524, -195.500, 12.859, 108.553
-178.278, -196.758, 12.798, 108.886
-178.012, -198.006, 12.740, 109.219
-177.729, -199.246, 12.709, 109.552
-177.430, -200.481, 12.719, 109.885
-177.112, -201.716, 12.770, 110.218
-176.776, -202.953, 12.861, 110.551
-176.421, -204.198, 12.986, 110.884
-176.045, -205.450, 13.134, 111.217
-175.647, -206.712, 13.304, 111.550
-175.227, -207.987, 13.488, 111.883
-174.784, -209.273, 13.682, 112.216
-174.317, -210.571, 13.883, 112.549
-173.826, -211.883, 14.088, 112.882
-173.310, -213.206, 14.292, 113.215
-172.769, -214.542, 14.496, 113.548
-172.203, -215.889, 14.696, 113.881
-171.612, -217.247, 14.892, 114.214
-170.997, -218.615, 15.081, 114.547
-170.358, -219.993, 15.263, 114.880
-169.697, -221.380, 15.437, 115.213
-169.015, -222.775, 15.605, 115.546
-168.311, -224.178, 15.765, 115.879
-167.589, -225.589, 15.919, 116.212
-166.848, -227.007, 16.067, 116.545
-166.089, -228.433, 16.212, 116.878
-165.313, -229.865, 16.354, 117.211
-164.520, -231.305, 16.496, 117.544
-163.713, -232.753, 16.638, 117.877
-162.891, -234.209, 16.782, 118.210
-162.055, -235.674, 16.928, 118.543
-161.205, -237.148, 17.077, 118.876
-160.342, -238.633, 17.231, 119.209
-159.467, -240.128, 17.387, 119.542
-158.581, -241.635, 17.548, 119.875
-157.684, -243.154, 17.712, 120.208
-156.778, -244.688, 17.880, 120.541
-155.863, -246.236, 18.051, 120.874
-154.942, -247.800, 18.225, 121.207
-154.016, -249.382, 18.402, 121.540
-153.088, -250.983, 18.580, 121.873
-152.161, -252.606, 18.759, 122.206
-151.239, -254.251, 18.939, 122.539
-150.326, -255.923, 19.115, 122.872
-149.426, -257.620, 19.279, 123.205
-148.545, -259.344, 19.418, 123.538
-147.685, -261.091, 19.518, 123.871
-146.850, -262.858, 19.553, 124.204
-146.047, -264.636, 19.501, 124.537
-145.282, -266.420, 19.371, 124.870
-144.557, -268.204, 19.209, 125.203
-143.874, -269.988, 19.063, 125.536
-143.232, -271.775, 18.959, 125.869
-142.628, -273.569, 18.905, 126.202
-142.060, -275.371, 18.892, 126.535
-141.524, -277.184, 18.913, 126.868
-141.020, -279.009, 18.957, 127.201
-140.541, -280.848, 19.015, 127.534
-140.088, -282.698, 19.075, 127.867
-139.658, -284.559, 19.121, 128.200
-139.253, -286.429, 19.141, 128.533
-138.873, -288.304, 19.117, 128.866
-138.521, -290.178, 19.039, 129.199
-138.198, -292.045, 18.906, 129.532
-137.905, -293.901, 18.725, 129.865
-137.642, -295.742, 18.513, 130.198
-137.407, -297.563, 18.289, 130.531
-137.198, -299.367, 18.071, 130.864
-137.014, -301.152, 17.875, 131.197
-136.857, -302.923, 17.711, 131.530
-136.725, -304.681, 17.582, 131.863
-136.616, -306.431, 17.489, 132.196
-136.532, -308.174, 17.429, 132.529
-136.472, -309.914, 17.393, 132.862
-136.439, -311.653, 17.374, 133.195
-136.429, -313.390, 17.366, 133.528
-136.446, -315.126, 17.357, 133.861
-136.490, -316.860, 17.338, 134.194
-136.562, -318.590, 17.301, 134.527
-136.662, -320.314, 17.242, 134.860
-136.790, -322.028, 17.157, 135.193
-136.948, -323.729, 17.047, 135.526
-137.137, -325.415, 16.917, 135.859
-137.355, -327.083, 16.778, 136.192
-137.603, -328.733, 16.635, 136.525
-137.883, -330.364, 16.498, 136.858
-138.192, -331.977, 16.374, 137.191
-138.532, -333.571, 16.265, 137.524
-138.906, -335.148, 16.172, 137.857
-139.312, -336.709, 16.099, 138.190
-139.750, -338.254, 16.039, 138.523
-140.220, -339.784, 15.989, 138.856
-140.720, -341.300, 15.947, 139.189
-141.247, -342.802, 15.905, 139.522
-141.798, -344.291, 15.861, 139.855
-142.370, -345.767, 15.806, 140.188
-142.963, -347.227, 15.739, 140.521
-143.574, -348.673, 15.660, 140.854
-144.200, -350.102, 15.569, 141.187
-144.841, -351.514, 15.474, 141.520
-145.496, -352.911, 15.400, 141.853
-146.165, -354.296, 15.368, 142.186
-146.847, -355.674, 15.384, 142.519
-147.544, -357.050, 15.445, 142.852
-148.254, -358.429, 15.545, 143.185
-148.977, -359.814, 15.677, 143.518
-149.715, -361.209, 15.834, 143.851
-150.466, -362.615, 16.010, 144.184
-151.230, -364.035, 16.203, 144.517
-152.008, -365.471, 16.407, 144.850
-152.799, -366.923, 16.621, 145.183
-153.603, -368.393, 16.841, 145.516
-154.420, -369.882, 17.067, 145.849
-155.249, -371.389, 17.296, 146.182
-156.089, -372.917, 17.527, 146.515
-156.941, -374.464, 17.759, 146.848
-157.804, -376.032, 17.991, 147.181
-158.676, -377.622, 18.223, 147.514
-159.557, -379.232, 18.454, 147.847
-160.447, -380.864, 18.683, 148.180
-161.345, -382.518, 18.909, 148.513
-162.250, -384.193, 19.133, 148.846
-163.160, -385.891, 19.354, 149.179
-164.075, -387.611, 19.572, 149.512
-164.993, -389.354, 19.787, 149.845
-165.914, -391.119, 19.999, 150.178
-166.836, -392.907, 20.208, 150.511
-167.759, -394.718, 20.413, 150.844
-168.681, -396.553, 20.616, 151.177
-169.602, -398.411, 20.816, 151.510
-170.520, -400.292, 21.014, 151.843
-171.434, -402.197, 21.210, 152.176
-172.344, -404.125, 21.402, 152.509
-173.247, -406.077, 21.583, 152.842
-174.144, -408.050, 21.741, 153.175
-175.030, -410.043, 21.854, 153.508
-175.903, -412.048, 21.889, 153.841
-176.755, -414.059, 21.812, 154.174
-177.580, -416.064, 21.611, 154.507
-178.373, -418.053, 21.307, 154.840
-179.129, -420.019, 20.936, 155.173
-179.847, -421.959, 20.542, 155.506
-180.526, -423.873, 20.163, 155.839
-181.168, -425.762, 19.828, 156.172
-181.776, -427.632, 19.554, 156.505
-182.352, -429.488, 19.346, 156.838
-182.902, -431.335, 19.204, 157.171
-183.427, -433.178, 19.124, 157.504
-183.932, -435.022, 19.104, 157.837
-184.420, -436.872, 19.135, 158.170
-184.893, -438.731, 19.207, 158.503
-185.356, -440.603, 19.313, 158.836
-185.810, -442.489, 19.444, 159.169
-186.259, -444.391, 19.597, 159.502
-186.702, -446.311, 19.766, 159.835
-187.141, -448.249, 19.948, 160.168
-187.576, -450.208, 20.140, 160.501
-188.009, -452.188, 20.340, 160.834
-188.438, -454.188, 20.546, 161.167
-188.864, -456.211, 20.758, 161.500
-189.287, -458.257, 20.973, 161.833
-189.709, -460.324, 21.191, 162.166
-190.128, -462.415, 21.411, 162.499
-190.545, -464.529, 21.632, 162.832
-190.960, -466.665, 21.853, 163.165
-191.373, -468.824, 22.075, 163.498
-191.784, -471.006, 22.296, 163.831
-192.194, -473.211, 22.515, 164.164
-192.601, -475.439, 22.733, 164.497
-193.008, -477.688, 22.948, 164.830
-193.412, -479.959, 23.157, 165.163
-193.815, -482.252, 23.358, 165.496
-194.216, -484.564, 23.546, 165.829
-194.615, -486.895, 23.711, 166.162
-195.012, -489.240, 23.840, 166.495
